Unnamed: 0,tweet,tweet_processed,label
35,"it sucks when you fall hard for someone, and then they just leave you like it was nothing. ",it suck when you fall hard for someone and then they just leave you like it be nothing,1
36,I just feelso defeated by life at the moment,i just feelso defeat by life at the moment,1
38,In my feelings tonite .    # tired,in my feeling tonite tire,1
40,"I don't want,to be bother such a screw up ",i dont wantto be bother such a screw up,1
41,I just don't want to participate anymore.,i just dont want to participate anymore,1
42,Me and Cj just broke up,me and cj just break up,1
44,"Well, goodbye gents, my life is over...  ",well goodbye gent my life be over,1
45,I am so  that I am  today,i be so that i be today,1
46,Haven't seen the sun in weeks!!  ??,havent see the sun in week,1
50,I feel so attacked all the time ??,i feel so attack all the time,1
51,"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",if me be too light enough to float in the air this me will fall down to the point call suicide,1
52,Why do i always get treated like this...ugh!!!,why do i always get treat like thisugh,1
53,Why the hell is no one around when I need them,why the hell be no one around when i need them,1
54,"Everything seems wrong and I don't know what to do anymore, it's just so hard   ",everything seem wrong and i dont know what to do anymore it just so hard,1
55,I don't think anyone fully comprehends how my back pain affects me emotionally.,i dont think anyone fully comprehend how my back pain affect me emotionally,1
56,A lot of  and  people out there looking for  but can't find it...,a lot of and people out there look for but cant find it,1
61,"Sleep always makes the pain go away. It might not be for long, but at least it's gone. ",sleep always make the pain go away it might not be for long but at least it go,1
64,"It's sucks when you don't know what is wrong, but you know something is wrong. .   ",it suck when you dont know what be wrong but you know something be wrong,1
65,Bored as fucking shit christmas in a hospital isnt so fucking fun,bore a fuck shit christmas in a hospital isnt so fucking fun,1
66,"Why is it that every one gets  what I want,  I guess  whatever...   ",why be it that every one get what i want i guess whatever,1
67,wish things weren't how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you,wish thing werent how they be now this year have have so much heart trauma make my head spin for hour ugh i miss you,1
68,Christmas just ain't what it used to be.,christmas just aint what it use to be,1
74,"Emotional day, well time of the year for me ",emotional day well time of the year for me,1
77,"Yet another  all alone, with no family, nobody at all apart from my pets.  I just feel like crying",yet another all alone with no family nobody at all apart from my pet i just feel like cry,1
79,"..I know he wouldn't want me to cry or be , I heard that a million times along the way, but it's easier said then done. Miss him.",i know he wouldnt want me to cry or be i heard that a million time along the way but it easier say then do miss him,1
87,"It used to be talking about nothing for hours, now it's just not talking. Really, what happened??  ",it use to be talk about nothing for hour now it just not talk really what happen,1
88,Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.,where i think id be tonight and who im with be not what i have in mind for christmas,1
89,First yr not being around my dad on da holidays n it's breaking my heart  I wish he just call me that's all i want 4 Christmas,first yr not be around my dad on da holiday n it breaking my heart i wish he just call me thats all i want christmas,1
94,Can people please stop posting pics with their families. Thanks.,can people please stop post pic with their family thanks,1
95,All I want for Christmas is my daughters to come home ?? is that to much,all i want for christmas be my daughter to come home be that to much,1
96,"Being clinically  is not the same thing as having a bad day now and then. It's a relentless, debilitating disease",be clinically be not the same thing a have a bad day now and then it a relentless debilitate disease,1
99,Well another day almost gone. So crawling back into my hole and hiding now.,well another day almost go so crawl back into my hole and hiding now,1
101,I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,i feel like im just wait for the day to be over to get to the next day so ill be one day close to my life change,1
104,So my blood pressure is back up,so my blood pressure be back up,1
109,The 1st thing I do when I'm  is look up sad things. I think I need to be looking up happy things instead.  pic.twitter.com/7h5BkVZKB8,the st thing i do when im be look up sad thing i think i need to be look up happy thing instead,1
111,"I'm not suicidal. But I admit, there are moments where I wonder... ",im not suicidal but i admit there be moment where i wonder,1
112,No one understands me... myself included...,no one understand me myself include,1
114,It's very hard to feel better because it's been so long that I don't remember what better felt like!!,it very hard to feel well because it be so long that i dont remember what good felt like,1
115,"tbh, I'm NOT that Excited to celebrate Christmas because of my disappointments -__-  ",tbh im not that excite to celebrate christmas because of my disappointment,1
118,Don't feel good at all right now    no one to talk to,dont feel good at all right now no one to talk to,1
119,HealthTap: I haven't eaten anything all day because I feel  and low What should I do? ,healthtap i havent eaten anything all day because i feel and low what should i do,1
120,I am so sad I have to work on Christmas. My favorite time of year & I'm gonna be working &/or alone in my apartment ??????????,i be so sad i have to work on christmas my favorite time of year im gonna be work or alone in my apartment,1
122,Tonight ended exactly how I didn't want it to,tonight end exactly how i didnt want it to,1
128,"This time of the year is USUALLY full of excitement, not for me ",this time of the year be usually full of excitement not for me,1
134,Feeling like a worthless piece of trash ????,feel like a worthless piece of trash,1
135,So not in the mood for all this Christmas shit   #,so not in the mood for all this christmas shit,1
137,Can't believe this Christmas is going to be a repeat of last year.,cant believe this christmas be go to be a repeat of last year,1
143,When you go do that it makes me feel like I'm horrible at it I'm sorry,when you go do that it make me feel like im horrible at it im sorry,1
