Unnamed: 0,tweet,tweet_processed
1126,Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!,back to the same stage where i be once in the month of mayjune i wish i could delete year forever
1127,Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. ,christmas day meltdown an hour of argue in the street while try to walk to lunch at her parent
1128,For all the years I took the lynx box sets for granted and this year I didn't get one ???¢??? ,for all the year i take the lynx box set for grant and this year i didnt get one
1129,??your views are valid??    pic.twitter.com/u2CjqKMTlx,your view be valid
1130,Family when one is missing holidays dont feel right.   ,family when one be miss holiday dont feel right
1131,I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,i wish i wasnt so emotionally all over the place i feel bad people who have deal with me im such a fuck up
1132,User of  unable to think clearly or retain that was learned & will probably be quite . He may suffer periods of .,user of unable to think clearly or retain that be learn will probably be quite he may suffer period of
1133,I hate that I can't get everyone in my family a gift but I'm on a fixed income ???¢   ,i hate that i cant get everyone in my family a gift but im on a fixed income
1134,When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days ,when all you want to do be spend christmas w your husband mommy but none of that be possible so ill drink for the next day
1135,I can't even turn up for the holidays  ,i cant even turn up for the holiday
1136,I've had 18 beers today and I'm going to have more. It's gonna be a long day  ,ive have beer today and im go to have more it gonna be a long day
1137,I know Christmas isn't about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ???¤???£   #,i know christmas isnt about gift but honestly i get my sister a tablet and she get me a ring light for my phone
1138,): it's not xmas eve w/o you boo @_BTSophie ,it not xmas eve wo you boo
1139,In the gym trying to clear my mind. ,in the gym try to clear my mind
1140,Talk about a roller coaster season. ,talk about a roller coaster season
1141,I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??«  ,im on my th or th beer now god im so alone please let me die
1142,For those feeling   or  during this festive period feel free to reach out. Here to listen ????»,for those feeling or during this festive period feel free to reach out here to listen
1143,I thought nothing bad happened on Christmas Eve!!!!   ,i think nothing bad happen on christmas eve
1144,Really thinking about killing myself now   ,really think about kill myself now
1145,Realized that not ever having children has made me .,realize that not ever have child have make me
1146,Completely sick ??¤ On my way to the hospital instead of a Christmas party ???§  ,completely sick on my way to the hospital instead of a christmas party
1147,"I know I sound like ,  hot mess. But I just don't know I am related to such mean .",i know i sound like hot mess but i just dont know i be relate to such mean
1148,Moto x play showed software update but only security update(66mb) ...no  .. ,moto x play show software update but only security update66mb no
1149,Aw man im outta pizza rolls ,aw man im outta pizza roll
1150,??it will be ok??    pic.twitter.com/6zCi1PJhdB,it will be ok
1151,i am so sorry this happiness came about rather unexpectedly ill try to keep my 11:11 tweets more  from now on,i be so sorry this happiness come about rather unexpectedly ill try to keep my 11 tweet more from now on
1152,I had no idea a peanut butter milk shake was an option ,i have no idea a peanut butter milk shake be an option
1153,Bruno Mars' 24K but instead of  it's  ,bruno mar k but instead of it
1154,Then come Jan 1 . Like u can just stop depression kmt  pic.twitter.com/ejRYNYHN6s,then come jan like You can just stop depression kmt
1155,I dont know how many beers I've had and I dont know how many more im going to have all I know is im getting drunk  ,i dont know how many beer ive have and i dont know how many more im go to have all i know be im get drunk
1156,Going through the clothes I brought home and realize I left my one great pair of jeans in Wilm ,go through the clothes i bring home and realize i leave my one great pair of jean in wilm
1157,"How can someone be happy at xmas, when you can't be with the ones you love?   ",how can someone be happy at xmas when you cant be with the one you love
1158,just ripped my favorite pair of pajama pants.   ,just rip my favorite pair of pajama pant
1159,Still can't fit any of my jeans. ,still cant fit any of my jean
1160,Why do work keep giving me alcohol!!! ???«???«   pic.twitter.com/rIydwINNkn,why do work keep give me alcohol
1161,slowly your heart peeled off itself...  ,slowly your heart peel off itself
1162,"If u r , u r living n the past. If u r anxious, u r living n the future. If u r @ peace, u r living n the present-Lao Tzu ",if You r You r live n the past if You r anxious You r live n the future if You r peace You r live n the presentlao tzu
