,tweet
1393,"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    "
1394,"I always hated suicide. But now that I think about it, it seems comforting to try.    "
1395,Sometimes I don't want to think because I know that my mind will definitely plunge into imagining the life that will never happen.
1396,"As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.    "
1397,When you've forgotten how to speak when you haven't had anyone to listen to you for a long long time.
1398,I had everything and I have nothing.
1399,"The sad thing when you lie all the time is that when you say the truth, it always sounds like a lie even to yourself.    "
1400,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    "
1401,Silence might be suffocating and unbearable but you can't deny its comfort when you need it the most.
1402,"so like... i lost all my followers but when i press the thingy to show who im following and who my followers are, theyre all there...   Send help ?????   "
1403,"I was not, am nott and will not be enough "
1404,hi sorry ive been so inactive lately ive been
1405,Imagine having a figure like  ffs Id never wear clothes! shes just bloody perfect - wish I hadnt seen these photos    pic.twitter.com/EKeUu6aXvY
1406,I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.
1407,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz
1408,i'd kill myself if it was that easy
1409,"today I died to a mech in fortnite I'm  and , going to blAcK ouT my profile picture smh my head"
1410," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred."
1411,"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  "
1412,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too
1413,Having depression is just like hell!!! Omg    pic.twitter.com/AeMNWwFdg8
1414,"oh no  Bennys my love, my life came on shuffle and Im   pic.twitter.com/gg7pWVFvat"
1415,"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   "
1416,Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too
1417,I am not even a nobody to anyone
1418,You wanna know what is sad? Having a broken family while dealing with a broken heart.
1419,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   "
1420,"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad"
1421,Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist its all just bills
1422,"I hate Twitter. Anyone  or  today, here are my . pic.twitter.com/q6kKhO7MCR"
1423,Dear Life: Please be gently to me.
1424,"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it "
1425,Why is it when girls got broken they cut their hair?   depression always got me here i ??
1426,Not felling the best right now... Life and anxiety is getting the best of me??
1427,I hate having/being crushes/in love ugh
1428,I'm gonna see you one last time
1429," good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!"
1430,Before pictures of the Fortress of Solitude because I have been so   pic.twitter.com/kejJRCyF9L
1431,"Asked our girls how they would react if their best friend didnt invite them to their birthday party.... one of them said  dont hit me up, only real ones know whats up."
1432,"Whenever I see old people at the  I always get so . Like, apparently I have to do this forever.  "
1433,Not even in a sexual way but Im just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me Im going to be okay.
1434,Why are people on twitter so depressing...
1435,Of course Raj has twisted tea bags after I graduate..... I never got to throw my Boston tea party
1436,"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence   "
1437,"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  "
1438,"For anyone having a bad day, I love you. It doesnt matter if anyone else out there does, know that I do. So next time you see yourself in the mirror, smile.  "
1439,Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote
1440,Just finished Schitts Creek and didnt even know it
1441,do my tweets exist out of my profile cuz i dont think they do no one finds them
1442,Microplush blankets are the  of  people.  pic.twitter.com/rb53cZSTXP
1443,At this point Im just workin to die.
1444,"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)"
1445,"Well my darling Beatrice has now got cardiac cachexia, basically because of her heart disease she is losing weight quickly ?? Her heart consultant says there is nothing we can do to stop this as it is part of the disease progression ??  pic.twitter.com/oNm1tNFjVW"
1446,"I feel like a mess. God, help me fix myself.                                                                   "
1447,My nephew just told me I can't have a cookie. .
1448,"When you're  you don't control your thoughts, your thoughts control you."
1449,I just want to watch One Punch Man and not get out of bed.
1450,What sucks is when youre talking to someone and start feeling good about yourself and then they stop talking. Youre left wondering what you said wrong.
1451,I never thought I'd see my life represented as an emoji     pic.twitter.com/GkCLHHZ1sT
1452,"Rain, the cold, wind and the first ripe cookers of the year. Autumns coming early to South Buckinghamshire....  pic.twitter.com/OvflB8Foef"
1453,If this shit ain't making me famous soon... Igc .... Or something   If anyone feel petty for me.. Then PLEASE HELP ME! ?? I just wanna be loved and appreciated!   And igc = I'm gonna cry..  And not I'm going crazy. If anyone asks.
1454,Creating this account because Im  lol.
1455,"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. "
1456,How can someone who truly believes that theres absolutely no reason for them being here have the strength to keep living?
1457,This last year has been the most mentally/emotionally draining and exhausting year ever. Im just not the same person I used to be since he left me??
1458,Can someone point me in the nearest meme direction? I dont have insta and now idk where to find them
1459,"depression is real. if you're feeling , talk to somebody. talk to me. im all ears. it helps."
